Date,Ozone,NO2,PM2.5,CO,traffic_daily_total,temperature_2m_max,wind_speed_10m_max_(km/h),precipitation_sum_(mm),relative_humidity_2m_max_(%),daylight_duration_(s),sunshine_duration_(s),rain_sum_(mm),snowfall_sum_(cm),wind_direction_10m_dominant_(°),et0_fao_evapotranspiration_(mm),shortwave_radiation_sum_(mj/m²),dew_point_2m_max,cloud_cover_max_(%),cloud_cover_mean_(%),pressure_msl_max_(hpa),surface_pressure_max_(hpa),vapour_pressure_deficit_max_(kpa),season_spring,season_summer,season_fall,is_weekend,is_covid
2015-02-22,0.026,60.3,24.4,0.8,21988,5.1,13.1,13.5,97.0,39463.7,25803.99,1.8,8.19,233.0,1.26,12.91,-0.1,100.0,82.0,1024.7,1018.1,0.37,0,0,0,1,0
2015-02-23,0.034,29.4,14.5,0.8,29842,-2.0,21.6,0.0,90.0,39621.25,25577.24,0.0,0.0,310.0,0.87,13.63,-3.7,100.0,64.0,1027.4,1020.6,0.21,0,0,0,0,0
2015-02-24,0.023,43.8,11.7,0.5,31550,-7.5,14.3,0.0,70.0,39778.99,35699.81,0.0,0.0,274.0,0.94,17.53,-13.0,98.0,23.0,1030.0,1023.1,0.17,0,0,0,0,0
2015-02-25,0.032,57.2,17.2,0.5,31391,0.7,19.6,0.0,81.0,39936.79,36281.89,0.0,0.0,258.0,1.26,17.63,-6.9,100.0,30.0,1015.3,1008.6,0.31,0,0,0,0,0
2015-02-26,0.031,37.1,14.7,0.4,31962,-3.5,16.3,0.8,79.0,40094.52,21355.18,0.0,0.56,10.0,0.89,12.44,-9.0,100.0,93.0,1017.1,1010.5,0.19,0,0,0,0,0
2015-02-27,0.031,34.5,12.6,0.4,33491,-3.1,12.6,0.0,82.0,40252.07,36940.32,0.0,0.0,322.0,1.13,17.88,-10.0,97.0,48.0,1031.9,1025.2,0.24,0,0,0,1,0
2015-02-28,0.034,54.0,12.9,0.4,20039,-4.0,11.0,0.0,75.0,40409.3,37093.22,0.0,0.0,308.0,1.19,18.63,-11.9,29.0,5.0,1044.2,1037.4,0.26,0,0,0,1,0
2015-03-01,0.029,61.7,18.5,0.8,12589,-1.9,10.9,6.7,93.0,40566.32,0.0,0.0,4.76,237.0,0.72,6.12,-5.0,100.0,67.0,1042.0,1035.2,0.24,1,0,0,1,0
2015-03-02,0.039,60.2,17.4,0.7,6078,1.7,24.9,5.3,95.0,40724.39,34891.92,0.5,3.36,292.0,1.33,16.65,-2.8,100.0,78.0,1027.2,1020.6,0.37,1,0,0,0,0
2015-03-03,0.028,47.5,9.4,0.5,5534,-1.9,13.9,3.1,86.0,40883.62,16971.81,0.2,2.03,263.0,0.89,10.54,-4.0,100.0,55.0,1031.5,1024.8,0.2,1,0,0,0,0
2015-03-04,0.016,43.5,25.3,0.8,3534,4.4,20.5,11.5,92.0,41043.89,2319.4,10.2,0.91,226.0,0.78,6.61,2.3,100.0,100.0,1019.3,1012.8,0.14,1,0,0,0,0
2015-03-05,0.025,45.2,12.1,0.8,760,2.5,15.6,19.3,92.0,41205.08,0.0,6.2,9.17,314.0,0.39,3.31,1.2,100.0,100.0,1024.1,1017.5,0.1,1,0,0,0,0
2015-03-06,0.027,48.3,10.9,0.5,517,-5.8,17.4,0.4,80.0,41367.07,37832.95,0.0,0.42,318.0,1.3,20.23,-9.1,100.0,25.0,1035.1,1028.3,0.19,1,0,0,1,0
2015-03-07,0.037,57.2,21.0,0.6,4939,0.9,15.8,0.0,80.0,41529.75,37061.89,0.0,0.0,237.0,1.24,18.91,-4.9,98.0,38.0,1030.4,1023.6,0.27,1,0,0,1,0
2015-03-08,0.044,68.1,17.0,0.9,11448,5.9,20.5,0.0,92.0,41692.99,37866.91,0.0,0.0,259.0,1.61,17.64,-0.2,98.0,42.0,1019.7,1013.3,0.39,1,0,0,1,0
2015-03-09,0.041,73.9,13.9,1.0,20707,7.2,11.7,0.1,85.0,41856.69,34168.0,0.1,0.0,256.0,1.85,17.69,0.0,100.0,25.0,1022.4,1016.0,0.45,1,0,0,0,0
2015-03-10,0.027,121.7,28.5,1.6,20760,6.2,9.0,1.7,96.0,42020.74,19956.49,1.7,0.0,139.0,1.17,10.63,3.0,100.0,74.0,1026.8,1020.3,0.28,1,0,0,0,0
2015-03-11,0.041,70.3,11.7,0.8,22871,11.0,14.7,8.0,99.0,42185.03,38432.16,8.0,0.0,271.0,1.88,17.02,4.6,100.0,73.0,1018.8,1012.4,0.54,1,0,0,0,0
2015-03-12,0.041,23.8,7.4,0.2,24197,5.4,23.5,0.0,78.0,42349.43,39094.37,0.0,0.0,315.0,2.28,20.02,0.3,19.0,1.0,1033.2,1026.7,0.57,1,0,0,0,0
2015-03-13,0.036,42.1,6.1,0.3,23693,3.5,12.5,0.0,69.0,42513.85,36193.79,0.0,0.0,72.0,1.9,18.45,-3.1,100.0,36.0,1038.3,1031.7,0.4,1,0,0,1,0
2015-03-14,0.032,47.3,5.7,0.5,15761,6.2,11.8,19.2,100.0,42678.18,0.0,19.2,0.0,189.0,0.31,1.18,6.0,100.0,100.0,1031.2,1024.7,0.19,1,0,0,1,0
2015-03-15,0.035,20.6,5.8,0.5,14232,6.2,30.9,1.3,100.0,42842.3,36164.71,1.3,0.0,295.0,1.55,13.24,4.5,100.0,81.0,1012.3,1005.9,0.46,1,0,0,1,0
2015-03-16,0.024,71.2,11.1,0.7,19066,8.0,20.6,0.0,82.0,43006.1,36462.77,0.0,0.0,296.0,2.08,16.97,1.4,100.0,60.0,1017.5,1011.0,0.44,1,0,0,0,0
2015-03-17,0.036,64.9,13.1,0.9,18780,11.9,31.6,0.8,90.0,43169.48,27692.79,0.8,0.0,286.0,1.77,12.77,7.0,100.0,82.0,1010.9,1004.6,0.64,1,0,0,0,0
2015-03-18,0.036,23.2,5.0,0.2,19370,2.8,30.3,0.0,57.0,43332.34,40190.35,0.0,0.0,311.0,2.41,19.65,-10.1,100.0,34.0,1019.0,1012.5,0.5,1,0,0,0,0
2015-03-19,0.04,44.8,6.1,0.3,20439,4.2,16.6,0.0,55.0,43494.55,40353.64,0.0,0.0,318.0,2.24,21.77,-6.8,88.0,35.0,1027.9,1021.4,0.54,1,0,0,0,0
2015-03-20,0.032,40.7,7.3,0.3,19174,1.9,14.7,9.1,94.0,43656.01,0.0,0.0,6.44,70.0,0.73,4.67,-1.6,100.0,94.0,1028.2,1021.6,0.3,1,0,0,1,0
2015-03-21,0.033,40.4,16.6,0.5,17252,8.1,14.0,2.0,94.0,43816.82,35825.26,0.0,1.75,333.0,1.79,18.25,2.1,100.0,80.0,1021.7,1015.2,0.37,1,0,0,1,0
2015-03-22,0.037,16.0,6.3,0.4,15091,5.7,22.5,0.0,85.0,43978.12,40838.93,0.0,0.0,304.0,2.17,22.01,2.2,77.0,20.0,1019.3,1012.9,0.53,1,0,0,1,0
2015-03-23,0.035,22.2,6.2,0.2,19230,2.3,18.7,0.0,53.0,44140.05,41000.95,0.0,0.0,325.0,2.19,22.8,-9.5,7.0,1.0,1025.1,1018.5,0.49,1,0,0,0,0
2015-03-24,0.031,55.2,8.9,0.5,18893,5.1,8.2,0.0,52.0,44302.47,41163.2,0.0,0.0,345.0,2.26,21.41,-4.8,100.0,53.0,1028.4,1021.9,0.54,1,0,0,0,0
2015-03-25,0.028,81.6,18.1,1.1,18697,6.6,17.1,1.6,89.0,44465.32,28045.13,1.5,0.07,167.0,1.73,16.16,1.1,100.0,55.0,1030.2,1023.7,0.49,1,0,0,0,0
2015-03-26,0.022,65.4,20.6,0.9,19354,14.8,20.5,7.7,99.0,44628.48,14564.85,7.7,0.0,202.0,0.93,6.92,14.0,100.0,84.0,1024.7,1018.3,0.12,1,0,0,0,0
2015-03-27,0.028,31.7,6.1,0.4,18819,12.9,18.4,7.1,99.0,44791.85,2938.91,7.1,0.0,331.0,0.91,6.51,12.8,100.0,97.0,1008.3,1001.9,0.42,1,0,0,1,0
2015-03-28,0.031,22.1,5.2,0.3,17869,4.7,21.1,0.0,84.0,44955.33,28598.96,0.0,0.07,335.0,1.71,12.65,0.9,100.0,95.0,1014.8,1008.4,0.42,1,0,0,1,0
2015-03-29,0.04,41.6,4.4,0.3,14341,6.2,17.9,0.0,52.0,45118.82,41974.81,0.0,0.0,322.0,3.0,23.85,-7.8,100.0,46.0,1025.7,1019.2,0.7,1,0,0,1,0
2015-03-30,0.031,43.9,6.6,0.4,25841,10.8,22.8,0.1,70.0,45282.23,22849.71,0.0,0.14,229.0,2.22,12.77,0.5,100.0,78.0,1021.3,1014.9,0.77,1,0,0,0,0
2015-03-31,0.029,37.7,5.8,0.3,63460,6.7,12.4,3.7,98.0,45445.45,20141.63,3.5,0.14,282.0,1.5,10.87,1.6,100.0,43.0,1012.6,1006.2,0.49,1,0,0,0,0
2015-04-01,0.041,34.6,6.5,0.3,86208,10.1,17.7,1.6,100.0,45608.37,42458.45,1.1,0.35,321.0,2.81,23.2,0.8,100.0,60.0,1020.7,1014.4,0.86,1,0,0,0,0
2015-04-02,0.043,67.7,11.4,0.7,87478,15.9,22.1,0.0,87.0,45770.9,39345.19,0.0,0.0,222.0,3.3,22.82,4.5,100.0,20.0,1025.2,1018.7,0.99,1,0,0,0,0
2015-04-03,0.022,47.4,14.8,0.5,87041,14.9,20.4,6.3,98.0,45932.92,1555.99,6.3,0.0,222.0,1.4,5.19,14.2,100.0,99.0,1015.4,1009.2,0.61,1,0,0,1,0
2015-04-04,0.037,38.0,5.8,0.6,80123,14.3,32.3,1.9,99.0,46094.34,42936.28,1.9,0.0,291.0,3.09,23.76,13.4,100.0,54.0,1016.7,1010.4,0.94,1,0,0,1,0
2015-04-05,0.042,43.9,7.3,0.3,73611,14.8,27.2,0.0,71.0,46255.04,41696.07,0.0,0.0,258.0,3.14,19.44,0.8,89.0,22.0,1023.8,1017.4,1.12,1,0,0,1,0
2015-04-06,0.04,57.2,12.8,0.4,80198,16.6,11.4,0.0,97.0,46414.91,43156.19,0.0,0.0,89.0,3.31,23.14,8.3,91.0,37.0,1027.1,1020.7,0.93,1,0,0,0,0
2015-04-07,0.03,72.0,11.7,0.5,76661,15.3,15.6,3.6,94.0,46573.84,18912.79,3.6,0.0,112.0,1.57,9.37,11.6,100.0,89.0,1025.1,1018.8,0.49,1,0,0,0,0
2015-04-08,0.037,20.8,5.4,0.3,67908,6.8,20.4,0.6,91.0,46731.73,414.24,0.6,0.0,66.0,1.09,6.12,5.4,100.0,100.0,1028.4,1022.0,0.39,1,0,0,0,0
2015-04-09,0.035,23.5,3.8,0.3,79599,6.6,17.0,0.2,90.0,46888.45,388.9,0.2,0.0,58.0,0.95,5.77,2.4,100.0,100.0,1027.3,1020.9,0.25,1,0,0,0,0
2015-04-10,0.019,50.1,10.7,0.6,82895,13.8,14.4,0.7,97.0,47044.09,0.0,0.7,0.0,143.0,0.88,5.34,12.1,100.0,100.0,1026.1,1019.7,0.25,1,0,0,1,0
2015-04-11,0.043,27.1,4.6,0.4,83919,13.3,20.7,0.0,96.0,47199.76,43200.0,0.0,0.0,288.0,3.34,23.48,12.3,100.0,69.0,1019.6,1013.4,0.93,1,0,0,1,0
2015-04-12,0.043,53.9,7.8,0.4,75574,16.8,11.1,0.0,81.0,47355.55,43353.85,0.0,0.0,282.0,3.97,25.47,4.3,23.0,1.0,1027.6,1021.3,1.18,1,0,0,1,0
2015-04-13,0.045,65.1,11.1,0.7,81700,18.5,17.4,0.0,90.0,47511.36,37882.32,0.0,0.0,187.0,3.53,22.77,9.1,100.0,69.0,1028.3,1022.0,0.98,1,0,0,0,0
2015-04-14,0.037,60.3,9.2,0.6,82538,16.4,18.0,1.0,92.0,47667.08,435.17,1.0,0.0,219.0,1.72,6.84,12.2,100.0,85.0,1022.6,1016.4,1.0,1,0,0,0,0
2015-04-15,0.045,53.3,6.3,0.6,24717,19.0,16.8,0.0,85.0,47822.62,41300.2,0.0,0.0,334.0,4.3,24.4,8.9,100.0,80.0,1023.6,1017.5,1.61,1,0,0,0,0
2015-04-16,0.046,35.8,4.4,0.2,35850,14.9,14.2,0.0,75.0,47977.87,43200.0,0.0,0.0,79.0,3.84,24.19,5.6,100.0,82.0,1032.5,1026.2,1.02,1,0,0,0,0
2015-04-17,0.034,52.9,7.3,0.4,40190,19.4,15.8,3.6,94.0,48132.71,24730.06,3.6,0.0,216.0,2.15,11.1,12.9,100.0,91.0,1026.6,1020.3,0.79,1,0,0,1,0
2015-04-18,0.056,50.3,9.2,0.4,28021,23.4,12.3,0.0,95.0,48287.04,44020.22,0.0,0.0,290.0,4.33,24.45,12.6,70.0,22.0,1016.2,1010.0,1.86,1,0,0,1,0
2015-04-19,0.041,14.6,3.2,0.2,27505,18.4,18.4,0.0,73.0,48440.75,41284.4,0.0,0.0,56.0,4.04,24.93,9.2,100.0,91.0,1024.6,1018.3,1.06,1,0,0,1,0
2015-04-20,0.043,34.7,4.1,0.3,38933,15.2,28.2,26.8,96.0,48593.71,9040.29,26.8,0.0,105.0,0.97,5.13,14.1,100.0,100.0,1022.9,1016.6,0.32,1,0,0,0,0
2015-04-21,0.042,54.4,5.9,0.5,44710,17.7,20.6,6.9,100.0,48745.81,42057.15,6.9,0.0,274.0,3.43,21.43,12.5,100.0,71.0,1006.2,1000.1,1.23,1,0,0,0,0
2015-04-22,0.042,57.1,8.2,0.5,43466,18.7,23.9,4.0,87.0,48896.94,35526.45,4.0,0.0,208.0,3.3,19.38,10.2,97.0,40.0,1009.3,1003.0,1.33,1,0,0,0,0
2015-04-23,0.033,20.6,2.5,0.2,44839,10.6,28.0,0.4,83.0,49046.97,43514.89,0.4,0.0,277.0,3.14,20.48,7.9,100.0,36.0,1008.5,1002.3,0.79,1,0,0,0,0
2015-04-24,0.034,14.8,3.4,0.2,45733,8.8,24.7,0.0,59.0,49195.78,33790.9,0.0,0.0,307.0,2.92,16.8,-4.6,100.0,61.0,1012.4,1006.1,0.75,1,0,0,1,0
2015-04-25,0.037,50.6,4.9,0.3,34487,14.1,16.5,0.0,71.0,49343.23,45311.02,0.0,0.0,301.0,3.66,25.38,1.5,99.0,30.0,1013.6,1007.2,1.08,1,0,0,1,0
2015-04-26,0.043,20.8,3.0,0.3,32995,13.7,14.0,0.0,78.0,49489.2,36255.11,0.0,0.0,7.0,2.96,19.08,2.7,100.0,71.0,1006.3,1000.1,0.97,1,0,0,1,0
2015-04-27,0.035,31.3,3.1,0.2,43519,14.6,18.6,0.0,75.0,49633.56,44603.26,0.0,0.0,315.0,3.48,20.85,3.0,92.0,43.0,1005.6,999.5,1.04,1,0,0,0,0
2015-04-28,0.046,36.8,5.1,0.2,42429,18.4,19.0,0.0,76.0,49776.17,45091.69,0.0,0.0,336.0,3.53,18.23,4.9,100.0,57.0,1009.7,1003.6,1.39,1,0,0,0,0
2015-04-29,0.046,23.7,4.7,0.2,40325,22.1,14.6,0.0,79.0,49916.89,45638.77,0.0,0.0,309.0,4.68,25.22,8.9,61.0,15.0,1008.0,1001.8,1.83,1,0,0,0,0
2015-04-30,0.039,22.3,3.1,0.2,44195,16.4,17.8,0.0,94.0,50055.78,45931.32,0.0,0.0,76.0,3.34,23.87,12.2,99.0,49.0,1010.2,1004.0,0.75,1,0,0,0,0
2015-05-01,0.035,27.4,4.2,0.2,36306,13.4,10.5,0.0,84.0,50193.89,31805.82,0.0,0.0,85.0,2.19,13.9,6.2,100.0,89.0,1015.6,1009.4,0.59,1,0,0,1,0
2015-05-02,0.039,41.3,8.8,0.3,46967,17.6,17.1,0.0,90.0,50331.3,45495.78,0.0,0.0,148.0,3.56,23.97,8.2,77.0,28.0,1016.1,1009.9,0.97,1,0,0,1,0
2015-05-03,0.048,55.1,11.7,0.3,43403,22.9,12.6,0.0,93.0,50467.91,46600.89,0.0,0.0,188.0,4.51,26.03,9.5,72.0,18.0,1019.5,1013.4,1.8,1,0,0,1,0
2015-05-04,0.055,71.0,19.8,0.6,54612,26.0,15.5,0.0,88.0,50603.59,47030.45,0.0,0.0,204.0,5.17,25.75,10.9,27.0,3.0,1023.2,1017.2,2.24,1,0,0,0,0
2015-05-05,0.065,67.6,15.6,0.4,55582,25.8,17.2,0.0,79.0,50738.23,47331.75,0.0,0.0,233.0,5.01,22.62,14.2,99.0,33.0,1023.4,1017.4,1.78,1,0,0,0,0
2015-05-06,0.042,54.2,8.5,0.4,55170,21.3,12.9,0.0,78.0,50871.72,35653.13,0.0,0.0,21.0,3.29,15.36,14.2,100.0,78.0,1026.2,1020.1,1.04,1,0,0,0,0
2015-05-07,0.047,62.7,12.9,0.5,61125,23.6,13.5,0.0,95.0,51003.93,47543.44,0.0,0.0,163.0,4.9,27.66,11.2,48.0,5.0,1024.3,1018.1,1.63,1,0,0,0,0
2015-05-08,0.052,60.7,19.2,0.5,58813,26.2,15.8,0.0,92.0,51134.72,47703.24,0.0,0.0,179.0,5.18,27.64,14.2,64.0,12.0,1021.7,1015.6,1.85,1,0,0,1,0
2015-05-09,0.031,33.2,13.4,0.3,127573,18.4,10.6,0.0,97.0,51263.99,5655.98,0.0,0.0,99.0,1.68,9.12,15.1,100.0,74.0,1026.7,1020.6,0.65,1,0,0,1,0
2015-05-10,0.026,31.9,12.6,0.3,131681,26.8,15.0,0.0,100.0,51391.59,32480.29,0.0,0.0,205.0,3.89,20.31,17.6,100.0,87.0,1024.7,1018.6,1.65,1,0,0,1,0
2015-05-11,0.023,26.5,25.0,0.3,141131,26.4,15.5,0.6,99.0,51517.4,31038.17,0.6,0.0,201.0,3.49,17.64,18.6,100.0,59.0,1020.9,1014.9,1.49,1,0,0,0,0
2015-05-12,0.057,37.4,15.9,0.4,135262,29.2,24.5,0.0,97.0,51641.29,42673.03,0.0,0.0,238.0,5.2,22.04,18.4,100.0,80.0,1016.3,1010.3,2.67,1,0,0,0,0
2015-05-13,0.036,13.8,4.9,0.2,137811,25.1,25.5,0.0,57.0,51763.09,44168.04,0.0,0.0,312.0,5.0,19.11,10.8,100.0,55.0,1021.4,1015.3,1.89,1,0,0,0,0
2015-05-14,0.051,32.5,5.8,0.3,121582,20.6,18.8,0.0,63.0,51882.69,47837.72,0.0,0.0,329.0,5.69,29.74,2.7,77.0,12.0,1029.8,1023.6,1.83,1,0,0,0,0
2015-05-15,0.056,45.4,11.6,0.3,150134,22.2,16.5,0.0,74.0,51999.94,46306.28,0.0,0.0,210.0,5.03,24.31,6.5,100.0,68.0,1027.4,1021.2,1.86,1,0,0,1,0
2015-05-16,0.038,48.5,13.2,0.6,115952,25.4,15.2,2.4,79.0,52114.7,31105.52,2.4,0.0,180.0,3.81,17.64,16.5,100.0,74.0,1023.3,1017.1,1.45,1,0,0,1,0
2015-05-17,0.062,59.1,21.6,0.7,105476,26.7,7.7,10.2,99.0,52226.81,41530.24,10.2,0.0,276.0,3.93,20.42,19.8,100.0,82.0,1021.1,1015.1,1.48,1,0,0,1,0
2015-05-18,0.04,65.7,19.6,0.8,138540,23.4,16.3,0.0,94.0,52336.12,26836.4,0.0,0.0,104.0,2.09,12.49,18.4,100.0,61.0,1022.8,1016.7,0.76,1,0,0,0,0
2015-05-19,0.029,55.4,15.8,0.5,122374,24.9,11.6,5.8,98.0,52442.5,19191.63,5.8,0.0,168.0,2.14,11.1,17.6,100.0,90.0,1020.8,1014.6,1.2,1,0,0,0,0
2015-05-20,0.036,13.6,4.5,0.4,170312,22.3,22.7,0.0,82.0,52545.94,46779.84,0.0,0.0,311.0,4.86,27.19,17.4,100.0,48.0,1014.0,1007.9,1.27,1,0,0,0,0
2015-05-21,0.037,41.9,5.6,0.3,205790,14.8,14.8,0.0,74.0,52647.29,29493.17,0.0,0.0,269.0,2.67,12.64,5.5,100.0,92.0,1016.8,1010.6,0.96,1,0,0,0,0
2015-05-22,0.048,26.1,8.9,0.2,216460,21.4,25.6,0.0,76.0,52746.64,46644.7,0.0,0.0,282.0,5.19,26.82,7.2,100.0,51.0,1015.2,1009.2,1.77,1,0,0,1,0
2015-05-23,0.046,36.4,6.2,0.3,202393,19.0,17.6,0.0,51.0,52843.86,49291.04,0.0,0.0,311.0,5.71,30.76,4.1,36.0,4.0,1030.4,1024.2,1.64,1,0,0,1,0
2015-05-24,0.061,37.4,12.1,0.3,188056,25.1,14.0,0.0,69.0,52938.87,49378.5,0.0,0.0,234.0,5.89,28.91,8.0,100.0,48.0,1028.8,1022.6,2.32,1,0,0,1,0
2015-05-25,0.057,32.3,13.9,0.3,173801,28.3,17.9,0.0,91.0,53031.55,48028.91,0.0,0.0,205.0,5.87,27.13,14.6,100.0,88.0,1025.4,1019.3,2.32,1,0,0,0,0
2015-05-26,0.053,30.7,11.5,0.3,201368,29.9,16.6,0.0,77.0,53121.82,49146.88,0.0,0.0,206.0,6.06,25.77,15.9,100.0,62.0,1023.5,1017.5,2.44,1,0,0,0,0
2015-05-27,0.035,42.3,13.6,0.3,113040,29.4,19.5,2.8,86.0,53209.55,48504.98,2.8,0.0,198.0,5.11,23.59,20.2,98.0,62.0,1022.0,1015.9,1.91,1,0,0,0,0
2015-05-28,0.038,46.5,13.6,0.4,35216,29.9,13.3,4.3,95.0,53294.65,41482.02,4.3,0.0,215.0,4.75,23.36,20.8,100.0,89.0,1021.9,1015.9,2.0,1,0,0,0,0
2015-05-29,0.046,43.9,5.4,0.3,16703,26.3,14.9,0.0,90.0,53377.01,47339.53,0.0,0.0,44.0,5.61,29.4,20.6,99.0,36.0,1026.0,1019.9,1.78,1,0,0,1,0
2015-05-30,0.029,26.4,7.3,0.2,11825,28.3,19.2,0.0,95.0,53456.52,49738.68,0.0,0.0,185.0,5.15,25.66,17.7,100.0,57.0,1024.2,1018.1,1.89,1,0,0,1,0
2015-06-04,0.034,22.0,2.9,0.2,1169,16.2,13.1,0.5,85.0,53807.56,17910.47,0.5,0.0,94.0,2.17,12.43,10.5,100.0,94.0,1025.5,1019.3,0.61,0,1,0,0,0
2015-06-06,0.043,45.4,6.9,0.5,966,23.0,19.2,2.4,99.0,53924.25,47116.89,2.4,0.0,1.0,4.11,22.81,17.0,100.0,79.0,1015.9,1009.9,1.55,0,1,0,1,0
2015-06-07,0.041,36.3,5.0,0.4,21284,21.3,18.5,0.0,89.0,53977.07,50058.22,0.0,0.0,104.0,4.67,26.42,12.6,87.0,22.0,1022.9,1016.8,1.19,0,1,0,1,0
2015-06-08,0.042,33.6,9.7,0.3,25093,24.4,19.1,1.1,78.0,54026.07,48759.57,1.1,0.0,184.0,4.12,20.33,17.7,100.0,88.0,1020.0,1013.9,1.04,0,1,0,0,0
2015-06-09,0.053,39.5,9.1,0.4,26195,26.2,18.4,2.8,95.0,54071.23,34615.5,2.8,0.0,212.0,3.55,18.35,20.7,100.0,76.0,1009.9,1003.9,1.32,0,1,0,0,0
2015-06-10,0.055,45.9,10.2,0.4,27821,26.2,12.5,0.0,94.0,54112.91,46844.8,0.0,0.0,258.0,4.85,25.26,16.7,96.0,26.0,1012.5,1006.6,1.88,0,1,0,0,0
2015-06-11,0.081,34.2,30.6,0.4,27724,30.9,14.7,0.0,84.0,54151.16,50182.71,0.0,0.0,234.0,5.66,25.41,21.2,100.0,62.0,1012.4,1006.5,2.21,0,1,0,0,0
2015-06-12,0.062,37.9,20.4,0.4,28641,28.8,13.7,0.0,95.0,54185.96,50178.43,0.0,0.0,171.0,4.96,24.63,22.2,100.0,82.0,1015.6,1009.7,1.43,0,1,0,1,0
2015-06-13,0.052,36.9,6.6,0.4,25528,28.2,18.7,0.0,84.0,54217.29,49429.65,0.0,0.0,299.0,5.6,25.53,21.1,100.0,80.0,1014.8,1008.9,2.22,0,1,0,1,0
2015-06-14,0.068,53.2,9.2,0.4,35322,28.4,16.9,0.0,90.0,54245.12,50264.27,0.0,0.0,163.0,5.08,25.18,17.8,93.0,70.0,1018.2,1012.2,2.01,0,1,0,1,0
2015-06-15,0.035,36.6,10.0,0.3,117388,28.4,14.5,22.2,98.0,54269.44,18761.27,22.2,0.0,157.0,2.92,13.35,22.2,100.0,96.0,1017.5,1011.5,1.19,0,1,0,0,0
2015-06-16,0.027,42.2,13.1,0.5,141803,26.2,12.0,8.9,93.0,54290.22,18009.54,8.9,0.0,110.0,2.28,11.64,22.9,100.0,94.0,1015.3,1009.3,0.68,0,1,0,0,0
2015-06-17,0.038,26.9,8.0,0.3,121143,24.7,15.3,0.0,85.0,54307.46,34489.56,0.0,0.0,358.0,4.56,22.44,20.9,100.0,45.0,1020.5,1014.5,1.53,0,1,0,0,0
2015-06-18,0.037,33.3,4.7,0.2,38890,20.5,12.2,0.0,84.0,54321.12,14849.54,0.0,0.0,163.0,2.49,11.47,15.1,100.0,96.0,1020.5,1014.4,0.77,0,1,0,0,0
2015-06-19,0.049,32.8,8.2,0.3,19460,27.7,11.6,0.3,92.0,54331.21,38035.26,0.3,0.0,260.0,3.82,17.99,19.1,100.0,86.0,1015.1,1009.0,1.74,0,1,0,1,0
2015-06-20,0.034,21.8,6.7,0.2,16175,24.3,14.8,0.1,91.0,54337.7,7194.29,0.1,0.0,66.0,1.66,6.29,19.2,100.0,83.0,1018.9,1012.9,0.91,0,1,0,1,0
2015-06-21,0.038,28.0,6.9,0.3,13821,29.5,20.7,40.0,99.0,54340.59,29010.41,40.0,0.0,239.0,3.7,17.13,21.6,100.0,87.0,1014.8,1008.8,1.94,0,1,0,1,0
2015-06-22,0.058,35.6,9.0,0.3,18621,28.9,17.4,0.0,86.0,54339.86,50400.0,0.0,0.0,286.0,5.8,27.75,19.6,92.0,30.0,1015.3,1009.5,2.12,0,1,0,0,0
2015-06-23,0.06,40.7,16.4,0.4,18501,31.7,21.1,0.0,86.0,54335.52,42629.49,0.0,0.0,223.0,5.21,23.53,22.7,100.0,89.0,1015.5,1009.5,2.03,0,1,0,0,0
2015-06-24,0.038,15.4,3.6,0.3,18753,27.6,16.6,0.0,82.0,54327.55,46800.0,0.0,0.0,310.0,6.24,30.01,21.1,95.0,31.0,1016.5,1010.5,2.17,0,1,0,0,0
2015-06-25,0.046,37.7,6.9,0.3,19294,26.9,9.7,0.0,86.0,54315.96,39418.85,0.0,0.0,280.0,4.96,23.7,16.7,100.0,76.0,1019.1,1013.1,2.14,0,1,0,0,0
2015-06-26,0.053,29.1,9.2,0.3,20387,24.6,12.3,0.1,84.0,54300.73,43537.81,0.1,0.0,34.0,4.47,22.41,17.3,100.0,89.0,1016.2,1010.2,1.42,0,1,0,1,0
2015-06-27,0.033,25.0,4.0,0.2,25246,22.5,19.1,8.4,94.0,54281.88,7584.12,8.4,0.0,109.0,1.85,7.22,18.1,100.0,86.0,1020.3,1014.3,0.9,0,1,0,1,0
2015-06-28,0.029,18.1,3.0,0.3,20661,22.1,24.2,59.9,99.0,54259.39,14484.24,59.9,0.0,40.0,1.88,9.8,19.9,100.0,93.0,1015.3,1009.2,0.73,0,1,0,1,0
2015-07-07,0.042,24.7,12.6,0.5,8661,29.0,13.5,4.5,97.0,53887.75,38185.05,4.5,0.0,174.0,3.61,17.75,23.1,100.0,73.0,1019.4,1013.4,1.37,0,1,0,0,0
2015-07-08,0.042,46.7,19.1,0.5,9379,29.0,14.8,7.7,93.0,53828.85,46521.83,7.7,0.0,239.0,3.86,17.64,23.8,100.0,66.0,1015.0,1009.1,1.39,0,1,0,0,0
2015-07-09,0.038,24.5,13.5,0.5,9437,25.8,13.0,1.1,98.0,53766.75,24981.34,1.1,0.0,23.0,2.92,14.09,23.3,100.0,84.0,1016.5,1010.5,1.01,0,1,0,0,0
2015-07-10,0.047,54.4,7.9,0.4,9183,27.7,19.2,2.4,95.0,53701.57,48812.12,2.4,0.0,319.0,5.54,28.5,21.6,100.0,56.0,1015.3,1009.4,2.1,0,1,0,1,0
